55.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,FINEST;DB,INFO;NBA,INFO;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
23:20:23.0 (1325894)|SYSTEM_METHOD_ENTRY|[1]|Test.Test()
23:20:23.0 (1328081)|STATEMENT_EXECUTE|[1]
23:20:23.0 (1333058)|SYSTEM_METHOD_EXIT|[1]|Test
23:20:23.0 (1346698)|METHOD_ENTRY|[78]||System.Test.isRunningTest()
23:20:23.0 (1383032)|METHOD_EXIT|[78]||System.Test.isRunningTest()
23:20:23.0 (1392943)|STATEMENT_EXECUTE|[78]
23:20:23.0 (1432088)|SYSTEM_METHOD_ENTRY|[81]|String.isBlank(String)
23:20:23.0 (1451000)|SYSTEM_METHOD_EXIT|[81]|String.isBlank(String)
23:20:23.0 (1454769)|STATEMENT_EXECUTE|[81]
23:20:23.0 (1456207)|STATEMENT_EXECUTE|[84]
23:20:23.0 (1523697)|VARIABLE_SCOPE_BEGIN|[19]|pwr.Forms_Layout_Controller.longTextAreaLength|Integer|false|true
23:20:23.0 (1531849)|VARIABLE_SCOPE_BEGIN|[34]|pwr.Forms_Layout_Controller.lstResultData|List<ANY>|true|true
23:20:23.0 (1539334)|VARIABLE_SCOPE_BEGIN|[35]|pwr.Forms_Layout_Controller.mapData|Map<String,ANY>|true|true
23:20:23.0 (1551932)|VARIABLE_SCOPE_BEGIN|[37]|pwr.Forms_Layout_Controller.mapObj|Map<String,ANY>|true|true
23:20:23.0 (1557941)|VARIABLE_SCOPE_BEGIN|[38]|pwr.Forms_Layout_Controller.mapRecord|Map<String,ANY>|true|true
23:20:23.0 (1563928)|VARIABLE_SCOPE_BEGIN|[36]|pwr.Forms_Layout_Controller.mapRecordLayout|Map<String,Map<String,ANY>>|true|true
23:20:23.0 (1569657)|VARIABLE_SCOPE_BEGIN|[17]|pwr.Forms_Layout_Controller.prefix|String|false|true
23:20:23.0 (1575662)|VARIABLE_SCOPE_BEGIN|[18]|pwr.Forms_Layout_Controller.searchPrefix|String|false|true
23:20:23.0 (1618942)|HEAP_ALLOCATE|[84]|Bytes:36
23:20:23.0 (1624416)|HEAP_ALLOCATE|[84]|Bytes:62
23:20:23.0 (1627734)|HEAP_ALLOCATE|[84]|Bytes:27
23:20:23.0 (1656396)|METHOD_ENTRY|[7]|01pH4000002h7ty|pwr.Forms_Layout_Controller.Forms_Layout_Controller()
23:20:23.0 (1660184)|STATEMENT_EXECUTE|[7]
23:20:23.0 (1662896)|STATEMENT_EXECUTE|[7]
23:20:23.0 (1664017)|STATEMENT_EXECUTE|[17]
23:20:23.0 (1666288)|HEAP_ALLOCATE|[17]|Bytes:7
23:20:23.0 (1680329)|VARIABLE_ASSIGNMENT|[17]|pwr.Forms_Layout_Controller.prefix|"layout_"
23:20:23.0 (1684389)|STATEMENT_EXECUTE|[18]
23:20:23.0 (1686065)|HEAP_ALLOCATE|[18]|Bytes:8
23:20:23.0 (1692674)|VARIABLE_ASSIGNMENT|[18]|pwr.Forms_Layout_Controller.searchPrefix|"layout\\_"
23:20:23.0 (1695968)|STATEMENT_EXECUTE|[19]
23:20:23.0 (1703384)|HEAP_ALLOCATE|[19]|Bytes:4
23:20:23.0 (1710974)|VARIABLE_ASSIGNMENT|[19]|pwr.Forms_Layout_Controller.longTextAreaLength|131072
23:20:23.0 (1714335)|STATEMENT_EXECUTE|[21]
23:20:23.0 (1715553)|STATEMENT_EXECUTE|[27]
23:20:23.0 (1716506)|STATEMENT_EXECUTE|[34]
23:20:23.0 (1731407)|HEAP_ALLOCATE|[34]|Bytes:4
23:20:23.0 (1742958)|SYSTEM_CONSTRUCTOR_ENTRY|[34]|<init>()
23:20:23.0 (1762367)|SYSTEM_CONSTRUCTOR_EXIT|[34]|<init>()
23:20:23.0 (1791170)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
23:20:23.0 (1807583)|VARIABLE_ASSIGNMENT|[34]|pwr.Forms_Layout_Controller.lstResultData|[]|0x34f83c2e
23:20:23.0 (1812942)|STATEMENT_EXECUTE|[35]
23:20:23.0 (1824049)|HEAP_ALLOCATE|[35]|Bytes:4
23:20:23.0 (1843958)|VARIABLE_ASSIGNMENT|[35]|pwr.Forms_Layout_Controller.mapData|{}|0x5c61b27e
23:20:23.0 (1848914)|STATEMENT_EXECUTE|[36]
23:20:23.0 (1857955)|HEAP_ALLOCATE|[36]|Bytes:4
23:20:23.0 (1866352)|VARIABLE_ASSIGNMENT|[36]|pwr.Forms_Layout_Controller.mapRecordLayout|{}|0x4d3082df
23:20:23.0 (1870883)|STATEMENT_EXECUTE|[37]
23:20:23.0 (1874663)|HEAP_ALLOCATE|[37]|Bytes:4
23:20:23.0 (1881534)|VARIABLE_ASSIGNMENT|[37]|pwr.Forms_Layout_Controller.mapObj|{}|0x54da999b
23:20:23.0 (1885848)|STATEMENT_EXECUTE|[38]
23:20:23.0 (1888954)|HEAP_ALLOCATE|[38]|Bytes:4
23:20:23.0 (1895702)|VARIABLE_ASSIGNMENT|[38]|pwr.Forms_Layout_Controller.mapRecord|{}|0x2136d662
23:20:23.0 (1903096)|METHOD_EXIT|[7]|pwr.Forms_Layout_Controller
23:20:23.0 (1927925)|METHOD_ENTRY|[84]|01pH4000002h7ty|pwr.Forms_Layout_Controller.publishLayout(String)
23:20:23.0 (1943701)|VARIABLE_SCOPE_BEGIN|[426]|layoutName|String|false|false
23:20:23.0 (1952410)|VARIABLE_ASSIGNMENT|[426]|layoutName|"hjgj"
23:20:23.0 (1958174)|STATEMENT_EXECUTE|[426]
23:20:23.0 (1959355)|STATEMENT_EXECUTE|[427]
23:20:23.0 (1961471)|HEAP_ALLOCATE|[427]|Bytes:10
23:20:23.0 (1972567)|HEAP_ALLOCATE|[427]|Bytes:14
23:20:23.0 (1992803)|SYSTEM_METHOD_ENTRY|[427]|System.debug(ANY)
23:20:23.0 (2064740)|USER_DEBUG|[427]|DEBUG|layoutNamehjgj
23:20:23.0 (2072955)|SYSTEM_METHOD_EXIT|[427]|System.debug(ANY)
23:20:23.0 (2076439)|STATEMENT_EXECUTE|[428]
23:20:23.0 (2084948)|METHOD_ENTRY|[428]|01pH4000002h7ty|pwr.Forms_Layout_Controller.queryLayout(String)
23:20:23.0 (2095584)|VARIABLE_SCOPE_BEGIN|[578]|layoutName|String|false|false
23:20:23.0 (2102513)|VARIABLE_ASSIGNMENT|[578]|layoutName|"hjgj"
23:20:23.0 (2107622)|STATEMENT_EXECUTE|[578]
23:20:23.0 (2108845)|STATEMENT_EXECUTE|[579]
23:20:23.0 (2111253)|HEAP_ALLOCATE|[579]|Bytes:311
23:20:23.0 (2118535)|HEAP_ALLOCATE|[579]|Bytes:4
23:20:23.0 (2123052)|HEAP_ALLOCATE|[579]|Bytes:7
23:20:23.0 (4334259)|SOQL_EXECUTE_BEGIN|[579]|Aggregations:0|SELECT Id, OwnerId, IsDeleted, Name, CreatedDate, CreatedById, CreatedBy.Name, LastModifiedDate, LastModifiedById, LastModifiedBy.Name, Body__c, Body2__c, Body3__c, Body4__c, Body5__c, Body6__c, Body7__c, Body8__c, Label__c, Name__c, Type__c, Object_Name__c FROM Forms_Layout__c WHERE Name__c = :tmpVar1 LIMIT 1
23:20:23.0 (22313669)|SOQL_EXECUTE_END|[579]|Rows:1
23:20:23.0 (22360225)|HEAP_ALLOCATE|[579]|Bytes:8
23:20:23.0 (22407171)|HEAP_ALLOCATE|[579]|Bytes:1766
23:20:23.0 (22515291)|HEAP_ALLOCATE|[579]|Bytes:8
23:20:23.0 (22539352)|VARIABLE_SCOPE_BEGIN|[579]|layouts|List<pwr__Forms_Layout__c>|true|false
23:20:23.0 (22630334)|VARIABLE_ASSIGNMENT|[579]|layouts|[{"Id":"a07H40000011bFGIAY","OwnerId":"005H4000000xqaKIAQ","IsDeleted":false,"Name":"layout-00004","CreatedDate":"2024-06-01T12:08:23.000Z","CreatedById":"005H4000000xqaKIAQ","LastModifiedDate":"2024-06-03T11:26:07.000Z","LastModifiedById":"005H4000000xqaKIAQ","pwr__Body__c":"{\"config\":{\"events\": (1307 more) ...","pwr__Label__c":"hjgj","pwr__Name__c":"hjgj","pwr__Type__c":"record","pwr__Object_Name__c":"Account","CreatedBy":{"Name":"User User","Id":"005H4000000xqaKIAQ"},"LastModifiedBy":{"Name":"User User","Id":"005H4000000xqaKIAQ"}}]|0x60db146e
23:20:23.0 (22642622)|STATEMENT_EXECUTE|[580]
23:20:23.0 (22652637)|VARIABLE_SCOPE_BEGIN|[580]|newBody|String|false|false
23:20:23.0 (22660958)|VARIABLE_ASSIGNMENT|[580]|newBody|""
23:20:23.0 (22664732)|STATEMENT_EXECUTE|[581]
23:20:23.0 (22667663)|VARIABLE_SCOPE_BEGIN|[581]|layout_Controller|pwr.Forms_Layout_Controller|true|false
23:20:23.0 (22674869)|VARIABLE_ASSIGNMENT|[581]|layout_Controller|null|
23:20:23.0 (22730634)|SYSTEM_METHOD_ENTRY|[582]|List<pwr__Forms_Layout__c>.size()
23:20:23.0 (22762952)|SYSTEM_METHOD_EXIT|[582]|List<pwr__Forms_Layout__c>.size()
23:20:23.0 (22776455)|STATEMENT_EXECUTE|[582]
23:20:23.0 (22777452)|STATEMENT_EXECUTE|[583]
23:20:23.0 (22795796)|HEAP_ALLOCATE|[583]|Bytes:64
23:20:23.0 (22801942)|VARIABLE_SCOPE_BEGIN|[583]|layout|pwr__Forms_Layout__c|true|false
23:20:23.0 (22836375)|VARIABLE_ASSIGNMENT|[583]|layout|{"Id":"a07H40000011bFGIAY","OwnerId":"005H4000000xqaKIAQ","IsDeleted":false,"Name":"layout-00004","CreatedDate":"2024-06-01T12:08:23.000Z","CreatedById":"005H4000000xqaKIAQ","LastModifiedDate":"2024-06-03T11:26:07.000Z","LastModifiedById":"005H4000000xqaKIAQ","pwr__Body__c":"{\"config\":{\"events\": (1307 more) ...","pwr__Label__c":"hjgj","pwr__Name__c":"hjgj","pwr__Type__c":"record","pwr__Object_Name__c":"Account","CreatedBy":{"Name":"User User","Id":"005H4000000xqaKIAQ"},"LastModifiedBy":{"Name":"User User","Id":"005H4000000xqaKIAQ"}}|0x61fd022c
23:20:23.0 (22844773)|STATEMENT_EXECUTE|[584]
23:20:23.0 (22870551)|HEAP_ALLOCATE|[584]|Bytes:64
23:20:23.0 (22884361)|CONSTRUCTOR_ENTRY|[584]|01pH4000002h7ty|<init>()|pwr.Forms_Layout_Controller
23:20:23.0 (22919361)|VARIABLE_SCOPE_BEGIN|[7]|this|pwr.Forms_Layout_Controller|true|false
23:20:23.0 (22989940)|VARIABLE_ASSIGNMENT|[7]|this|{}|0x7d2eff5
23:20:23.0 (23002817)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
23:20:23.0 (23017813)|METHOD_ENTRY|[2]|01pH4000002h7oF|pwr.Record.Record()
23:20:23.0 (23022403)|STATEMENT_EXECUTE|[2]
23:20:23.0 (23026070)|STATEMENT_EXECUTE|[2]
23:20:23.0 (23031728)|METHOD_EXIT|[2]|pwr.Record
23:20:23.0 (23036775)|CONSTRUCTOR_ENTRY|[EXTERNAL]|01pH4000002h7oF|<init>()|pwr.Record
23:20:23.0 (23045725)|VARIABLE_SCOPE_BEGIN|[4]|this|pwr.Record|true|false
23:20:23.0 (23065180)|VARIABLE_ASSIGNMENT|[4]|this|{}|0x7d2eff5
23:20:23.0 (23071020)|STATEMENT_EXECUTE|[2]
23:20:23.0 (23072437)|STATEMENT_EXECUTE|[9]
23:20:23.0 (23073865)|STATEMENT_EXECUTE|[11]
23:20:23.0 (23075500)|STATEMENT_EXECUTE|[13]
23:20:23.0 (23077032)|STATEMENT_EXECUTE|[15]
23:20:23.0 (23078255)|STATEMENT_EXECUTE|[17]
23:20:23.0 (23079562)|STATEMENT_EXECUTE|[19]
23:20:23.0 (23080783)|STATEMENT_EXECUTE|[21]
23:20:23.0 (23082089)|STATEMENT_EXECUTE|[23]
23:20:23.0 (23083457)|STATEMENT_EXECUTE|[25]
23:20:23.0 (23087341)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
23:20:23.0 (23846976)|STATEMENT_EXECUTE|[4]
23:20:23.0 (23854322)|CONSTRUCTOR_EXIT|[EXTERNAL]|01pH4000002h7oF|<init>()|pwr.Record
23:20:23.0 (23862969)|STATEMENT_EXECUTE|[7]
23:20:23.0 (23864016)|STATEMENT_EXECUTE|[10]
23:20:23.0 (23865038)|STATEMENT_EXECUTE|[11]
23:20:23.0 (23866137)|STATEMENT_EXECUTE|[12]
23:20:23.0 (23867203)|STATEMENT_EXECUTE|[13]
23:20:23.0 (23868602)|STATEMENT_EXECUTE|[14]
23:20:23.0 (23869550)|STATEMENT_EXECUTE|[15]
23:20:23.0 (23872045)|CONSTRUCTOR_EXIT|[584]|01pH4000002h7ty|<init>()|pwr.Forms_Layout_Controller
23:20:23.0 (23906742)|VARIABLE_ASSIGNMENT|[584]|layout_Controller|{}|0x7d2eff5
23:20:23.0 (23911190)|STATEMENT_EXECUTE|[585]
23:20:23.0 (23970781)|HEAP_ALLOCATE|[585]|Bytes:18
23:20:23.0 (23986055)|STATEMENT_EXECUTE|[586]
23:20:23.0 (24007849)|VARIABLE_ASSIGNMENT|[586]|this.name|"hjgj"|0x7d2eff5
23:20:23.0 (24012811)|STATEMENT_EXECUTE|[587]
23:20:23.0 (24023870)|VARIABLE_ASSIGNMENT|[587]|this.label|"hjgj"|0x7d2eff5
23:20:23.0 (24027964)|STATEMENT_EXECUTE|[588]
23:20:23.0 (24039436)|VARIABLE_ASSIGNMENT|[588]|this.type|"record"|0x7d2eff5
23:20:23.0 (24043652)|STATEMENT_EXECUTE|[589]
23:20:23.0 (24054377)|VARIABLE_ASSIGNMENT|[589]|this.objectName|"Account"|0x7d2eff5
23:20:23.0 (24058783)|STATEMENT_EXECUTE|[590]
23:20:23.0 (24069980)|HEAP_ALLOCATE|[590]|Bytes:18
23:20:23.0 (24075023)|STATEMENT_EXECUTE|[591]
23:20:23.0 (24107280)|STATEMENT_EXECUTE|[592]
23:20:23.0 (24117487)|HEAP_ALLOCATE|[592]|Bytes:18
23:20:23.0 (24122098)|STATEMENT_EXECUTE|[593]
23:20:23.0 (24138528)|STATEMENT_EXECUTE|[594]
23:20:23.0 (24147477)|HEAP_ALLOCATE|[594]|Bytes:18
23:20:23.0 (24160961)|STATEMENT_EXECUTE|[596]
23:20:23.0 (24256591)|STATEMENT_EXECUTE|[598]
23:20:23.0 (24271117)|STATEMENT_EXECUTE|[600]
23:20:23.0 (24302137)|STATEMENT_EXECUTE|[602]
23:20:23.0 (24313428)|STATEMENT_EXECUTE|[603]
23:20:23.0 (24314513)|STATEMENT_EXECUTE|[604]
23:20:23.0 (24323567)|VARIABLE_ASSIGNMENT|[604]|newBody|"{\"config\":{\"events\": (1307 more) ..."
23:20:23.0 (24329829)|STATEMENT_EXECUTE|[605]
23:20:23.0 (24331785)|STATEMENT_EXECUTE|[607]
23:20:23.0 (24333902)|STATEMENT_EXECUTE|[609]
23:20:23.0 (24335986)|STATEMENT_EXECUTE|[611]
23:20:23.0 (24337936)|STATEMENT_EXECUTE|[613]
23:20:23.0 (24340215)|STATEMENT_EXECUTE|[615]
23:20:23.0 (24341996)|STATEMENT_EXECUTE|[617]
23:20:23.0 (24343110)|STATEMENT_EXECUTE|[619]
23:20:23.0 (24395734)|HEAP_ALLOCATE|[619]|Bytes:24
23:20:23.0 (24406192)|SYSTEM_METHOD_ENTRY|[1]|JSON.JSON()
23:20:23.0 (24408628)|STATEMENT_EXECUTE|[1]
23:20:23.0 (24415344)|SYSTEM_METHOD_EXIT|[1]|JSON
23:20:23.0 (24429171)|METHOD_ENTRY|[619]||System.JSON.deserializeUntyped(String)
23:20:23.0 (27112934)|METHOD_EXIT|[619]||System.JSON.deserializeUntyped(String)
23:20:23.0 (27126605)|VARIABLE_SCOPE_BEGIN|[619]|body|Map<String,ANY>|true|false
23:20:23.0 (27151757)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
23:20:23.0 (27163948)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
23:20:23.0 (27181365)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
23:20:23.0 (27190057)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
23:20:23.0 (27194241)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
23:20:23.0 (27257143)|VARIABLE_ASSIGNMENT|[619]|body|{"config":{"events":{"_saveAndNewRecord":{"label":"SaveAndNewRecord"}},"models":{"_Account":{"id":"e822387e-64db-78b2-8 (16 more) ...","config":"Map of size 7 too large to display"}},"workflows":{"_saveRecord":{"name":"_saveRecord"},"_queryRecord":{"name":"_queryRecord"},"_saveAndNewRecord":{"name":"_saveAndNewRecord"},"_closePopup":{"name":"_closePopup"}},"attributes":{}},"items":[{"name":"_Account-form","id":"id_16685174156236631","componentName":"abx-form","items":[{"id":"id_166851741562311","componentName":"abx-field","config":{"attributes":{"name":"Name"},"hideInDesigner":false}}],"config":{"attributes":{"actions":[{"name":"_cancel","label":"Cancel","_id":"63738e27763c87001257 (4 more) ...","variant":"neutral"},"Map of size 8 too large to display",{"name":"_save","label":"Save","_id":"63738e27763c87001257 (4 more) ...","variant":"brand"}],"model":{"name":"_Account"}},"events":{"actions:_saveAndNew":{"id":"b2cb5b9e-b473-6707-9 (16 more) ..."}}}}]}|0x490d478a
23:20:23.0 (27270119)|STATEMENT_EXECUTE|[620]
23:20:23.0 (27273532)|HEAP_ALLOCATE|[620]|Bytes:6
23:20:23.0 (27291251)|SYSTEM_METHOD_ENTRY|[620]|Map<String,ANY>.get(Object)
23:20:23.0 (27317430)|SYSTEM_METHOD_EXIT|[620]|Map<String,ANY>.get(Object)
23:20:23.0 (27344227)|VARIABLE_ASSIGNMENT|[620]|this.config|{"events":{"_saveAndNewRecord":{"label":"SaveAndNewRecord"}},"models":{"_Account":{"id":"e822387e-64db-78b2-8 (16 more) ...","config":"Map of size 7 too large to display"}},"workflows":{"_saveRecord":{"name":"_saveRecord"},"_queryRecord":{"name":"_queryRecord"},"_saveAndNewRecord":{"name":"_saveAndNewRecord"},"_closePopup":{"name":"_closePopup"}},"attributes":{}}|0x7d2eff5
23:20:23.0 (27350982)|STATEMENT_EXECUTE|[621]
23:20:23.0 (27353050)|HEAP_ALLOCATE|[621]|Bytes:5
23:20:23.0 (27360764)|SYSTEM_METHOD_ENTRY|[621]|Map<String,ANY>.get(Object)
23:20:23.0 (27377904)|SYSTEM_METHOD_EXIT|[621]|Map<String,ANY>.get(Object)
23:20:23.0 (27406781)|VARIABLE_ASSIGNMENT|[621]|this.items|[{"name":"_Account-form","id":"id_16685174156236631","componentName":"abx-form","items":[{"id":"id_166851741562311","componentName":"abx-field","config":{"attributes":{"name":"Name"},"hideInDesigner":false}}],"config":{"attributes":{"actions":[{"name":"_cancel","label":"Cancel","_id":"63738e27763c87001257 (4 more) ...","variant":"neutral"},"Map of size 8 too large to display",{"name":"_save","label":"Save","_id":"63738e27763c87001257 (4 more) ...","variant":"brand"}],"model":{"name":"_Account"}},"events":{"actions:_saveAndNew":{"id":"b2cb5b9e-b473-6707-9 (16 more) ..."}}}}]|0x7d2eff5
23:20:23.0 (27415555)|STATEMENT_EXECUTE|[624]
23:20:23.0 (27420147)|METHOD_EXIT|[428]|01pH4000002h7ty|pwr.Forms_Layout_Controller.queryLayout(String)
23:20:23.0 (27425267)|VARIABLE_SCOPE_BEGIN|[428]|layoutStaicResource|pwr.Forms_Layout_Controller|true|false
23:20:23.0 (27522947)|VARIABLE_ASSIGNMENT|[428]|layoutStaicResource|{"config":{"events":{"_saveAndNewRecord":{"label":"SaveAndNewRecord"}},"models":{"_Account":{"id":"e822387e-64db-78b2-8 (16 more) ...","config":"Map of size 7 too large to display"}},"workflows":{"_saveRecord":{"name":"_saveRecord"},"_queryRecord":{"name":"_queryRecord"},"_saveAndNewRecord":{"name":"_saveAndNewRecord"},"_closePopup":{"name":"_closePopup"}},"attributes":{}},"items":[{"name":"_Account-form","id":"id_16685174156236631","componentName":"abx-form","items":[{"id":"id_166851741562311","componentName":"abx-field","config":{"attributes":{"name":"Name"},"hideInDesigner":false}}],"config":{"attributes":{"actions":[{"name":"_cancel","label":"Cancel","_id":"63738e27763c87001257 (4 more) ...","variant":"neutral"},"Map of size 8 too large to display",{"name":"_save","label":"Save","_id":"63738e27763c87001257 (4 more) ...","variant":"brand"}],"model":{"name":"_Account"}},"events":{"actions:_saveAndNew":{"id":"b2cb5b9e-b473-6707-9 (16 more) ..."}}}}],"label":"hjgj","name":"hjgj","objectName":"Account","type":"record","CreatedBy":{"Name":"User User","Id":"005H4000000xqaKIAQ"},"CreatedById":"005H4000000xqaKIAQ","CreatedDate":"2024-06-01T12:08:23.000Z","Id":"a07H40000011bFGIAY","LastModifiedBy":{"Name":"User User","Id":"005H4000000xqaKIAQ"},"LastModifiedById":"005H4000000xqaKIAQ","LastModifiedDate":"2024-06-03T11:26:07.000Z","OwnerId":"005H4000000xqaKIAQ"}|0x7d2eff5
23:20:23.0 (27539192)|STATEMENT_EXECUTE|[429]
23:20:23.0 (27540277)|STATEMENT_EXECUTE|[430]
23:20:23.0 (27559748)|HEAP_ALLOCATE|[430]|Bytes:11
23:20:23.0 (27564414)|VARIABLE_SCOPE_BEGIN|[430]|constructedName|String|false|false
23:20:23.0 (27571934)|VARIABLE_ASSIGNMENT|[430]|constructedName|"layout_hjgj"
23:20:23.0 (27575348)|STATEMENT_EXECUTE|[431]
23:20:23.0 (27583443)|METHOD_ENTRY|[431]||System.JSON.serialize(Object)
23:20:23.0 (30692414)|METHOD_EXIT|[431]||System.JSON.serialize(Object)
23:20:23.0 (30708739)|METHOD_ENTRY|[431]||System.JSON.deserializeUntyped(String)
23:20:23.0 (33949148)|METHOD_EXIT|[431]||System.JSON.deserializeUntyped(String)
23:20:23.0 (33962171)|VARIABLE_SCOPE_BEGIN|[431]|mapData|Map<String,ANY>|true|false
23:20:23.0 (34000151)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:16
23:20:23.0 (34010382)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
23:20:23.0 (34013791)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
23:20:23.0 (34027303)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
23:20:23.0 (34032770)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
23:20:23.0 (34046448)|VARIABLE_ASSIGNMENT|[431]|mapData|"Map of size 15 too large to display"|0x664fe64b
23:20:23.0 (34052455)|STATEMENT_EXECUTE|[433]
23:20:23.0 (34115157)|HEAP_ALLOCATE|[433]|Bytes:20
23:20:23.0 (34127659)|CONSTRUCTOR_ENTRY|[433]|01pH4000002h7ty|<init>()|pwr.Forms_Layout_Controller.LayoutDescription
23:20:23.0 (34146860)|VARIABLE_SCOPE_BEGIN|[27]|this|pwr.Forms_Layout_Controller.LayoutDescription|true|false
23:20:23.0 (34170392)|VARIABLE_ASSIGNMENT|[27]|this|{}|0x29ba0450
23:20:23.0 (34191517)|STATEMENT_EXECUTE|[27]
23:20:23.0 (34192830)|STATEMENT_EXECUTE|[28]
23:20:23.0 (34193867)|STATEMENT_EXECUTE|[29]
23:20:23.0 (34194983)|STATEMENT_EXECUTE|[30]
23:20:23.0 (34195920)|STATEMENT_EXECUTE|[31]
23:20:23.0 (34199955)|CONSTRUCTOR_EXIT|[433]|01pH4000002h7ty|<init>()|pwr.Forms_Layout_Controller.LayoutDescription
23:20:23.0 (34205047)|VARIABLE_SCOPE_BEGIN|[433]|layoutDescription|pwr.Forms_Layout_Controller.LayoutDescription|true|false
23:20:23.0 (34217153)|VARIABLE_ASSIGNMENT|[433]|layoutDescription|{}|0x29ba0450
23:20:23.0 (34221524)|STATEMENT_EXECUTE|[434]
23:20:23.0 (34232648)|VARIABLE_ASSIGNMENT|[434]|this.label|"hjgj"|0x29ba0450
23:20:23.0 (34236992)|STATEMENT_EXECUTE|[435]
23:20:23.0 (34241862)|VARIABLE_ASSIGNMENT|[435]|this.name|"hjgj"|0x29ba0450
23:20:23.0 (34245938)|STATEMENT_EXECUTE|[436]
23:20:23.0 (34250811)|VARIABLE_ASSIGNMENT|[436]|this.objectName|"Account"|0x29ba0450
23:20:23.0 (34254809)|STATEMENT_EXECUTE|[437]
23:20:23.0 (34259515)|VARIABLE_ASSIGNMENT|[437]|this.type|"record"|0x29ba0450
23:20:23.0 (34263347)|STATEMENT_EXECUTE|[439]
23:20:23.0 (34270579)|METHOD_ENTRY|[439]||System.JSON.serialize(Object)
23:20:23.0 (37874262)|METHOD_EXIT|[439]||System.JSON.serialize(Object)
23:20:23.0 (37885119)|VARIABLE_SCOPE_BEGIN|[439]|body|String|false|false
