55.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,FINEST;DB,INFO;NBA,INFO;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
23:15:06.0 (3518308)|VARIABLE_SCOPE_BEGIN|[426]|layoutName|String|false|false
23:15:06.0 (3527035)|VARIABLE_ASSIGNMENT|[426]|layoutName|"newlayout"
23:15:06.0 (3532205)|STATEMENT_EXECUTE|[426]
23:15:06.0 (3533362)|STATEMENT_EXECUTE|[427]
23:15:06.0 (3537322)|HEAP_ALLOCATE|[427]|Bytes:10
23:15:06.0 (3548996)|HEAP_ALLOCATE|[427]|Bytes:19
23:15:06.0 (3570113)|SYSTEM_METHOD_ENTRY|[427]|System.debug(ANY)
23:15:06.0 (3583433)|USER_DEBUG|[427]|DEBUG|layoutNamenewlayout
23:15:06.0 (3594910)|SYSTEM_METHOD_EXIT|[427]|System.debug(ANY)
23:15:06.0 (3597918)|STATEMENT_EXECUTE|[428]
23:15:06.0 (3605146)|METHOD_ENTRY|[428]|01pH4000002h7ty|pwr.Forms_Layout_Controller.queryLayout(String)
23:15:06.0 (3612040)|VARIABLE_SCOPE_BEGIN|[578]|layoutName|String|false|false
23:15:06.0 (3618856)|VARIABLE_ASSIGNMENT|[578]|layoutName|"newlayout"
23:15:06.0 (3622971)|STATEMENT_EXECUTE|[578]
23:15:06.0 (3624156)|STATEMENT_EXECUTE|[579]
23:15:06.0 (3627037)|HEAP_ALLOCATE|[579]|Bytes:311
23:15:06.0 (3633484)|HEAP_ALLOCATE|[579]|Bytes:4
23:15:06.0 (3637617)|HEAP_ALLOCATE|[579]|Bytes:7
23:15:06.0 (6677518)|SOQL_EXECUTE_BEGIN|[579]|Aggregations:0|SELECT Id, OwnerId, IsDeleted, Name, CreatedDate, CreatedById, CreatedBy.Name, LastModifiedDate, LastModifiedById, LastModifiedBy.Name, Body__c, Body2__c, Body3__c, Body4__c, Body5__c, Body6__c, Body7__c, Body8__c, Label__c, Name__c, Type__c, Object_Name__c FROM Forms_Layout__c WHERE Name__c = :tmpVar1 LIMIT 1
23:15:06.0 (23364877)|SOQL_EXECUTE_END|[579]|Rows:1
23:15:06.0 (23410815)|HEAP_ALLOCATE|[579]|Bytes:8
23:15:06.0 (23457237)|HEAP_ALLOCATE|[579]|Bytes:586
23:15:06.0 (23551329)|HEAP_ALLOCATE|[579]|Bytes:8
23:15:06.0 (23572129)|VARIABLE_SCOPE_BEGIN|[579]|layouts|List<pwr__Forms_Layout__c>|true|false
23:15:06.0 (23645138)|VARIABLE_ASSIGNMENT|[579]|layouts|[{"Id":"a07H40000011ShyIAE","OwnerId":"005H4000000xqaKIAQ","IsDeleted":false,"Name":"layout-00000","CreatedDate":"2024-05-28T07:29:46.000Z","CreatedById":"005H4000000xqaKIAQ","LastModifiedDate":"2024-05-29T07:37:01.000Z","LastModifiedById":"005H4000000xqaKIAQ","pwr__Body__c":"{\"config\":{\"lastAdde (150 more) ...","pwr__Label__c":"NewLayout","pwr__Name__c":"newlayout","pwr__Type__c":"app","CreatedBy":{"Name":"User User","Id":"005H4000000xqaKIAQ"},"LastModifiedBy":{"Name":"User User","Id":"005H4000000xqaKIAQ"}}]|0x1c0885
23:15:06.0 (23659804)|STATEMENT_EXECUTE|[580]
23:15:06.0 (23667939)|VARIABLE_SCOPE_BEGIN|[580]|newBody|String|false|false
23:15:06.0 (23677270)|VARIABLE_ASSIGNMENT|[580]|newBody|""
23:15:06.0 (23680410)|STATEMENT_EXECUTE|[581]
23:15:06.0 (23683420)|VARIABLE_SCOPE_BEGIN|[581]|layout_Controller|pwr.Forms_Layout_Controller|true|false
23:15:06.0 (23692410)|VARIABLE_ASSIGNMENT|[581]|layout_Controller|null|
23:15:06.0 (23744694)|SYSTEM_METHOD_ENTRY|[582]|List<pwr__Forms_Layout__c>.size()
23:15:06.0 (23770299)|SYSTEM_METHOD_EXIT|[582]|List<pwr__Forms_Layout__c>.size()
23:15:06.0 (23781511)|STATEMENT_EXECUTE|[582]
23:15:06.0 (23782517)|STATEMENT_EXECUTE|[583]
23:15:06.0 (23799157)|HEAP_ALLOCATE|[583]|Bytes:60
23:15:06.0 (23807189)|VARIABLE_SCOPE_BEGIN|[583]|layout|pwr__Forms_Layout__c|true|false
23:15:06.0 (23836381)|VARIABLE_ASSIGNMENT|[583]|layout|{"Id":"a07H40000011ShyIAE","OwnerId":"005H4000000xqaKIAQ","IsDeleted":false,"Name":"layout-00000","CreatedDate":"2024-05-28T07:29:46.000Z","CreatedById":"005H4000000xqaKIAQ","LastModifiedDate":"2024-05-29T07:37:01.000Z","LastModifiedById":"005H4000000xqaKIAQ","pwr__Body__c":"{\"config\":{\"lastAdde (150 more) ...","pwr__Label__c":"NewLayout","pwr__Name__c":"newlayout","pwr__Type__c":"app","CreatedBy":{"Name":"User User","Id":"005H4000000xqaKIAQ"},"LastModifiedBy":{"Name":"User User","Id":"005H4000000xqaKIAQ"}}|0x28a65f4
23:15:06.0 (23844635)|STATEMENT_EXECUTE|[584]
23:15:06.0 (23852838)|HEAP_ALLOCATE|[584]|Bytes:64
23:15:06.0 (23865338)|CONSTRUCTOR_ENTRY|[584]|01pH4000002h7ty|<init>()|pwr.Forms_Layout_Controller
23:15:06.0 (23882880)|VARIABLE_SCOPE_BEGIN|[7]|this|pwr.Forms_Layout_Controller|true|false
23:15:06.0 (23931426)|VARIABLE_ASSIGNMENT|[7]|this|{}|0x5f0e6837
23:15:06.0 (23943064)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:1
23:15:06.0 (23956327)|METHOD_ENTRY|[2]|01pH4000002h7oF|pwr.Record.Record()
23:15:06.0 (23959939)|STATEMENT_EXECUTE|[2]
23:15:06.0 (23963240)|STATEMENT_EXECUTE|[2]
23:15:06.0 (23969317)|METHOD_EXIT|[2]|pwr.Record
23:15:06.0 (23974524)|CONSTRUCTOR_ENTRY|[EXTERNAL]|01pH4000002h7oF|<init>()|pwr.Record
23:15:06.0 (23981970)|VARIABLE_SCOPE_BEGIN|[4]|this|pwr.Record|true|false
23:15:06.0 (24000000)|VARIABLE_ASSIGNMENT|[4]|this|{}|0x5f0e6837
23:15:06.0 (24005990)|STATEMENT_EXECUTE|[2]
23:15:06.0 (24007071)|STATEMENT_EXECUTE|[9]
23:15:06.0 (24008410)|STATEMENT_EXECUTE|[11]
23:15:06.0 (24009651)|STATEMENT_EXECUTE|[13]
23:15:06.0 (24010654)|STATEMENT_EXECUTE|[15]
23:15:06.0 (24011604)|STATEMENT_EXECUTE|[17]
23:15:06.0 (24012553)|STATEMENT_EXECUTE|[19]
23:15:06.0 (24013561)|STATEMENT_EXECUTE|[21]
23:15:06.0 (24014506)|STATEMENT_EXECUTE|[23]
23:15:06.0 (24015608)|STATEMENT_EXECUTE|[25]
23:15:06.0 (24019815)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:6
23:15:06.0 (24663685)|STATEMENT_EXECUTE|[4]
23:15:06.0 (24669440)|CONSTRUCTOR_EXIT|[EXTERNAL]|01pH4000002h7oF|<init>()|pwr.Record
23:15:06.0 (24677727)|STATEMENT_EXECUTE|[7]
23:15:06.0 (24678892)|STATEMENT_EXECUTE|[10]
23:15:06.0 (24680079)|STATEMENT_EXECUTE|[11]
23:15:06.0 (24681099)|STATEMENT_EXECUTE|[12]
23:15:06.0 (24682021)|STATEMENT_EXECUTE|[13]
23:15:06.0 (24682939)|STATEMENT_EXECUTE|[14]
23:15:06.0 (24684093)|STATEMENT_EXECUTE|[15]
23:15:06.0 (24686316)|CONSTRUCTOR_EXIT|[584]|01pH4000002h7ty|<init>()|pwr.Forms_Layout_Controller
23:15:06.0 (24720236)|VARIABLE_ASSIGNMENT|[584]|layout_Controller|{}|0x5f0e6837
23:15:06.0 (24724718)|STATEMENT_EXECUTE|[585]
23:15:06.0 (24782405)|HEAP_ALLOCATE|[585]|Bytes:18
23:15:06.0 (24794433)|STATEMENT_EXECUTE|[586]
23:15:06.0 (24814412)|VARIABLE_ASSIGNMENT|[586]|this.name|"newlayout"|0x5f0e6837
23:15:06.0 (24818703)|STATEMENT_EXECUTE|[587]
23:15:06.0 (24829668)|VARIABLE_ASSIGNMENT|[587]|this.label|"NewLayout"|0x5f0e6837
23:15:06.0 (24833605)|STATEMENT_EXECUTE|[588]
23:15:06.0 (24843569)|VARIABLE_ASSIGNMENT|[588]|this.type|"app"|0x5f0e6837
23:15:06.0 (24847477)|STATEMENT_EXECUTE|[589]
23:15:06.0 (24856384)|VARIABLE_ASSIGNMENT|[589]|this.objectName|null|0x5f0e6837
23:15:06.0 (24860257)|STATEMENT_EXECUTE|[590]
23:15:06.0 (24870503)|HEAP_ALLOCATE|[590]|Bytes:18
23:15:06.0 (24875009)|STATEMENT_EXECUTE|[591]
23:15:06.0 (24906716)|STATEMENT_EXECUTE|[592]
23:15:06.0 (24916350)|HEAP_ALLOCATE|[592]|Bytes:18
23:15:06.0 (24920749)|STATEMENT_EXECUTE|[593]
23:15:06.0 (24937148)|STATEMENT_EXECUTE|[594]
23:15:06.0 (24947073)|HEAP_ALLOCATE|[594]|Bytes:18
23:15:06.0 (24960581)|STATEMENT_EXECUTE|[596]
23:15:06.0 (25044993)|STATEMENT_EXECUTE|[598]
23:15:06.0 (25058431)|STATEMENT_EXECUTE|[600]
23:15:06.0 (25090215)|STATEMENT_EXECUTE|[602]
23:15:06.0 (25099564)|STATEMENT_EXECUTE|[603]
23:15:06.0 (25100644)|STATEMENT_EXECUTE|[604]
23:15:06.0 (25110133)|VARIABLE_ASSIGNMENT|[604]|newBody|"{\"config\":{\"lastAdde (150 more) ..."
23:15:06.0 (25115909)|STATEMENT_EXECUTE|[605]
23:15:06.0 (25118112)|STATEMENT_EXECUTE|[607]
23:15:06.0 (25120285)|STATEMENT_EXECUTE|[609]
23:15:06.0 (25123896)|STATEMENT_EXECUTE|[611]
23:15:06.0 (25125839)|STATEMENT_EXECUTE|[613]
23:15:06.0 (25129210)|STATEMENT_EXECUTE|[615]
23:15:06.0 (25131091)|STATEMENT_EXECUTE|[617]
23:15:06.0 (25132185)|STATEMENT_EXECUTE|[619]
23:15:06.0 (25572154)|HEAP_ALLOCATE|[619]|Bytes:24
23:15:06.0 (25584721)|SYSTEM_METHOD_ENTRY|[1]|JSON.JSON()
23:15:06.0 (25587647)|STATEMENT_EXECUTE|[1]
23:15:06.0 (25593798)|SYSTEM_METHOD_EXIT|[1]|JSON
23:15:06.0 (25611176)|METHOD_ENTRY|[619]||System.JSON.deserializeUntyped(String)
23:15:06.0 (26250086)|METHOD_EXIT|[619]||System.JSON.deserializeUntyped(String)
23:15:06.0 (26263675)|VARIABLE_SCOPE_BEGIN|[619]|body|Map<String,ANY>|true|false
23:15:06.0 (26294922)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
23:15:06.0 (26325450)|VARIABLE_ASSIGNMENT|[619]|body|{"config":{"lastAddedLayoutItemIndex":1,"attributes":{}},"items":[{"id":"id_17169682164186754","componentName":"abx-table","config":{"attributes":{}},"label":"Table 1"}]}|0x3fb61b73
23:15:06.0 (26331806)|STATEMENT_EXECUTE|[620]
23:15:06.0 (26334868)|HEAP_ALLOCATE|[620]|Bytes:6
23:15:06.0 (26350647)|SYSTEM_METHOD_ENTRY|[620]|Map<String,ANY>.get(Object)
23:15:06.0 (26375580)|SYSTEM_METHOD_EXIT|[620]|Map<String,ANY>.get(Object)
23:15:06.0 (26389624)|VARIABLE_ASSIGNMENT|[620]|this.config|{"lastAddedLayoutItemIndex":1,"attributes":{}}|0x5f0e6837
23:15:06.0 (26394322)|STATEMENT_EXECUTE|[621]
23:15:06.0 (26396574)|HEAP_ALLOCATE|[621]|Bytes:5
23:15:06.0 (26403962)|SYSTEM_METHOD_ENTRY|[621]|Map<String,ANY>.get(Object)
23:15:06.0 (26420598)|SYSTEM_METHOD_EXIT|[621]|Map<String,ANY>.get(Object)
23:15:06.0 (26432279)|VARIABLE_ASSIGNMENT|[621]|this.items|[{"id":"id_17169682164186754","componentName":"abx-table","config":{"attributes":{}},"label":"Table 1"}]|0x5f0e6837
23:15:06.0 (26437665)|STATEMENT_EXECUTE|[624]
23:15:06.0 (26441782)|METHOD_EXIT|[428]|01pH4000002h7ty|pwr.Forms_Layout_Controller.queryLayout(String)
23:15:06.0 (26447217)|VARIABLE_SCOPE_BEGIN|[428]|layoutStaicResource|pwr.Forms_Layout_Controller|true|false
23:15:06.0 (26507232)|VARIABLE_ASSIGNMENT|[428]|layoutStaicResource|{"config":{"lastAddedLayoutItemIndex":1,"attributes":{}},"items":[{"id":"id_17169682164186754","componentName":"abx-table","config":{"attributes":{}},"label":"Table 1"}],"label":"NewLayout","name":"newlayout","type":"app","CreatedBy":{"Name":"User User","Id":"005H4000000xqaKIAQ"},"CreatedById":"005H4000000xqaKIAQ","CreatedDate":"2024-05-28T07:29:46.000Z","Id":"a07H40000011ShyIAE","LastModifiedBy":{"Name":"User User","Id":"005H4000000xqaKIAQ"},"LastModifiedById":"005H4000000xqaKIAQ","LastModifiedDate":"2024-05-29T07:37:01.000Z","OwnerId":"005H4000000xqaKIAQ"}|0x5f0e6837
23:15:06.0 (26516687)|STATEMENT_EXECUTE|[429]
23:15:06.0 (26517715)|STATEMENT_EXECUTE|[430]
23:15:06.0 (26528148)|HEAP_ALLOCATE|[430]|Bytes:16
23:15:06.0 (26532620)|VARIABLE_SCOPE_BEGIN|[430]|constructedName|String|false|false
23:15:06.0 (26540382)|VARIABLE_ASSIGNMENT|[430]|constructedName|"layout_newlayout"
23:15:06.0 (26543730)|STATEMENT_EXECUTE|[431]
23:15:06.0 (26551239)|METHOD_ENTRY|[431]||System.JSON.serialize(Object)
23:15:06.0 (27358465)|METHOD_EXIT|[431]||System.JSON.serialize(Object)
23:15:06.0 (27372447)|METHOD_ENTRY|[431]||System.JSON.deserializeUntyped(String)
23:15:06.0 (28362408)|METHOD_EXIT|[431]||System.JSON.deserializeUntyped(String)
23:15:06.0 (28373678)|VARIABLE_SCOPE_BEGIN|[431]|mapData|Map<String,ANY>|true|false
23:15:06.0 (28397018)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
23:15:06.0 (28414324)|VARIABLE_ASSIGNMENT|[431]|mapData|"Map of size 15 too large to display"|0x5414b345
23:15:06.0 (28420146)|STATEMENT_EXECUTE|[433]
23:15:06.0 (28472773)|HEAP_ALLOCATE|[433]|Bytes:20
23:15:06.0 (28484792)|CONSTRUCTOR_ENTRY|[433]|01pH4000002h7ty|<init>()|pwr.Forms_Layout_Controller.LayoutDescription
23:15:06.0 (28501334)|VARIABLE_SCOPE_BEGIN|[27]|this|pwr.Forms_Layout_Controller.LayoutDescription|true|false
23:15:06.0 (28524577)|VARIABLE_ASSIGNMENT|[27]|this|{}|0x64fe5c42
23:15:06.0 (28543758)|STATEMENT_EXECUTE|[27]
23:15:06.0 (28545115)|STATEMENT_EXECUTE|[28]
23:15:06.0 (28546286)|STATEMENT_EXECUTE|[29]
23:15:06.0 (28547228)|STATEMENT_EXECUTE|[30]
23:15:06.0 (28548410)|STATEMENT_EXECUTE|[31]
23:15:06.0 (28551609)|CONSTRUCTOR_EXIT|[433]|01pH4000002h7ty|<init>()|pwr.Forms_Layout_Controller.LayoutDescription
23:15:06.0 (28557134)|VARIABLE_SCOPE_BEGIN|[433]|layoutDescription|pwr.Forms_Layout_Controller.LayoutDescription|true|false
23:15:06.0 (28569391)|VARIABLE_ASSIGNMENT|[433]|layoutDescription|{}|0x64fe5c42
23:15:06.0 (28573632)|STATEMENT_EXECUTE|[434]
23:15:06.0 (28582467)|VARIABLE_ASSIGNMENT|[434]|this.label|"NewLayout"|0x64fe5c42
23:15:06.0 (28586474)|STATEMENT_EXECUTE|[435]
23:15:06.0 (28590744)|VARIABLE_ASSIGNMENT|[435]|this.name|"newlayout"|0x64fe5c42
23:15:06.0 (28595035)|STATEMENT_EXECUTE|[436]
23:15:06.0 (28598954)|VARIABLE_ASSIGNMENT|[436]|this.objectName|null|0x64fe5c42
23:15:06.0 (28602832)|STATEMENT_EXECUTE|[437]
23:15:06.0 (28606858)|VARIABLE_ASSIGNMENT|[437]|this.type|"app"|0x64fe5c42
23:15:06.0 (28610707)|STATEMENT_EXECUTE|[439]
23:15:06.0 (28617430)|METHOD_ENTRY|[439]||System.JSON.serialize(Object)
23:15:06.0 (29929107)|METHOD_EXIT|[439]||System.JSON.serialize(Object)
23:15:06.0 (29938927)|VARIABLE_SCOPE_BEGIN|[439]|body|String|false|false
23:15:06.0 (29952671)|VARIABLE_ASSIGNMENT|[439]|body|"{\"config\":{\"lastAdde (756 more) ..."
23:15:06.0 (29957694)|STATEMENT_EXECUTE|[440]
23:15:06.0 (29967117)|METHOD_ENTRY|[440]|01pH4000002h7ty|pwr.Forms_Layout_Controller.prepareLayoutDescription(pwr.Forms_Layout_Controller.LayoutDescription)
23:15:06.0 (29979513)|VARIABLE_SCOPE_BEGIN|[524]|layout|pwr.Forms_Layout_Controller.LayoutDescription|true|false
23:15:06.0 (30002719)|VARIABLE_ASSIGNMENT|[524]|layout|{"label":"NewLayout","name":"newlayout","type":"app"}|0x64fe5c42
23:15:06.0 (30009312)|STATEMENT_EXECUTE|[524]
23:15:06.0 (30010275)|STATEMENT_EXECUTE|[539]
23:15:06.0 (30012573)|HEAP_ALLOCATE|[539]|Bytes:19
23:15:06.0 (30016955)|VARIABLE_SCOPE_BEGIN|[539]|description|String|false|false
23:15:06.0 (30024747)|VARIABLE_ASSIGNMENT|[539]|description|"{\"namespace\":\"pwr\","
23:15:06.0 (30029519)|STATEMENT_EXECUTE|[540]
23:15:06.0 (30030482)|STATEMENT_EXECUTE|[541]
23:15:06.0 (30034770)|HEAP_ALLOCATE|[541]|Bytes:9
23:15:06.0 (30038122)|HEAP_ALLOCATE|[541]|Bytes:2
23:15:06.0 (30054615)|HEAP_ALLOCATE|[541]|Bytes:20
23:15:06.0 (30059688)|HEAP_ALLOCATE|[541]|Bytes:39
23:15:06.0 (30065758)|VARIABLE_ASSIGNMENT|[541]|description|"{\"namespace\":\"pwr\",\" (19 more) ..."
23:15:06.0 (30070221)|STATEMENT_EXECUTE|[543]
23:15:06.0 (30071257)|STATEMENT_EXECUTE|[544]
23:15:06.0 (30072930)|HEAP_ALLOCATE|[544]|Bytes:8
23:15:06.0 (30078933)|HEAP_ALLOCATE|[544]|Bytes:1
23:15:06.0 (30082835)|HEAP_ALLOCATE|[544]|Bytes:12
23:15:06.0 (30086601)|HEAP_ALLOCATE|[544]|Bytes:51
23:15:06.0 (30091733)|VARIABLE_ASSIGNMENT|[544]|description|"{\"namespace\":\"pwr\",\" (31 more) ..."
23:15:06.0 (30095482)|STATEMENT_EXECUTE|[546]
23:15:06.0 (30096591)|STATEMENT_EXECUTE|[550]
23:15:06.0 (30098111)|HEAP_ALLOCATE|[550]|Bytes:1
23:15:06.0 (30101631)|HEAP_ALLOCATE|[550]|Bytes:52
23:15:06.0 (30106670)|VARIABLE_ASSIGNMENT|[550]|description|"{\"namespace\":\"pwr\",\" (32 more) ..."
23:15:06.0 (30109812)|STATEMENT_EXECUTE|[551]
23:15:06.0 (30113356)|METHOD_EXIT|[440]|01pH4000002h7ty|pwr.Forms_Layout_Controller.prepareLayoutDescription(pwr.Forms_Layout_Controller.LayoutDescription)
23:15:06.0 (30118069)|VARIABLE_SCOPE_BEGIN|[440]|resourceDescription|String|false|false
23:15:06.0 (30126580)|VARIABLE_ASSIGNMENT|[440]|resourceDescription|"{\"namespace\":\"pwr\",\" (32 more) ..."
23:15:06.0 (30129925)|STATEMENT_EXECUTE|[441]
